"word_id","word","sen"
"2853","academician","not_sensitive"
"2854","acadian","not_sensitive"
"2855","acceptor","not_sensitive"
"2856","accessory","not_sensitive"
"2857","accessory_after_the_fact","not_sensitive"
"2858","accessory_before_the_fact","not_sensitive"
"2859","accessory_during_the_fact","not_sensitive"
"2860","accommodation_endorser","not_sensitive"
"2861","accompanist","not_sensitive"
"2862","accomplice","not_sensitive"
"2863","accordionist","not_sensitive"
"2864","account_executive","not_sensitive"
"2865","accountant","not_sensitive"
"2866","accused","not_sensitive"
"2867","accuser","not_sensitive"
"2868","ace","not_sensitive"
"2869","achaean","not_sensitive"
"2870","achiever","not_sensitive"
"2871","achomawi","not_sensitive"
"2872","acid_head","not_sensitive"
"2873","acolyte","not_sensitive"
"2874","acoustician","not_sensitive"
"2875","acquaintance","not_sensitive"
"2876","acquirer","not_sensitive"
"2877","acrobat","not_sensitive"
"2878","action_officer","not_sensitive"
"2879","active","not_sensitive"
"2880","active_citizen","not_sensitive"
"2881","actor","not_sensitive"
"2882","actor","not_sensitive"
"2883","actor's_agent","not_sensitive"
"2884","adder","not_sensitive"
"2885","addict","not_sensitive"
"2886","addict","not_sensitive"
"2887","addle-head","not_sensitive"
"2888","addressee","not_sensitive"
"2889","adducer","not_sensitive"
"2890","adjudicator","not_sensitive"
"2891","adjunct","not_sensitive"
"2892","adjuster","not_sensitive"
"2893","adjutant","not_sensitive"
"2894","adjutant_general","not_sensitive"
"2895","administrator","not_sensitive"
"2896","administrator","not_sensitive"
"2897","administrator","not_sensitive"
"2898","admiral","not_sensitive"
"2899","admirer","not_sensitive"
"2900","admirer","not_sensitive"
"2901","admonisher","not_sensitive"
"2902","adolescent","not_sensitive"
"2903","adoptee","not_sensitive"
"2904","adoptive_parent","not_sensitive"
"2905","adult","not_sensitive"
"2906","adulterator","not_sensitive"
"2907","adulterer","not_sensitive"
"2908","advancer","not_sensitive"
"2909","adventist","not_sensitive"
"2910","adventurer","not_sensitive"
"2911","adversary","not_sensitive"
"2912","adverse_witness","not_sensitive"
"2913","advertiser","not_sensitive"
"2914","advisee","not_sensitive"
"2915","adviser","not_sensitive"
"2916","advocate","not_sensitive"
"2917","advocate","not_sensitive"
"2918","aeolian","not_sensitive"
"2919","aerialist","not_sensitive"
"2920","aeronautical_engineer","not_sensitive"
"2921","aerophile","not_sensitive"
"2922","aerospace_engineer","not_sensitive"
"2923","affiant","not_sensitive"
"2924","affiliate","not_sensitive"
"2925","affine","not_sensitive"
"2926","affluent","not_sensitive"
"2927","afghan","not_sensitive"
"2928","aficionado","not_sensitive"
"2929","aficionado","not_sensitive"
"2930","african","not_sensitive"
"2931","african-american","not_sensitive"
"2932","afrikaner","not_sensitive"
"2933","agent","not_sensitive"
"2934","agent","not_sensitive"
"2935","agent","not_sensitive"
"2936","agent_provocateur","not_sensitive"
"2937","agent-in-place","not_sensitive"
"2938","aggravator","not_sensitive"
"2939","aggressor","not_sensitive"
"2940","agitator","not_sensitive"
"2941","agnate","not_sensitive"
"2942","agnostic","not_sensitive"
"2943","agnostic","not_sensitive"
"2944","agonist","not_sensitive"
"2945","agony_aunt","not_sensitive"
"2946","agricultural_laborer","not_sensitive"
"2947","agriculturist","not_sensitive"
"2948","agronomist","not_sensitive"
"2949","aide","not_sensitive"
"2950","air_attache","not_sensitive"
"2951","air_force_officer","not_sensitive"
"2952","air_marshal","not_sensitive"
"2953","air_traveler","not_sensitive"
"2954","airhead","not_sensitive"
"2955","akwa'ala","not_sensitive"
"2956","alabama","not_sensitive"
"2957","alabaman","not_sensitive"
"2958","alarmist","not_sensitive"
"2959","alaska_native","not_sensitive"
"2960","alaskan","not_sensitive"
"2961","albanian","not_sensitive"
"2962","albino","not_sensitive"
"2963","alcalde","not_sensitive"
"2964","alchemist","not_sensitive"
"2965","alcoholic","not_sensitive"
"2966","aleut","not_sensitive"
"2967","alexandrian","not_sensitive"
"2968","alexic","not_sensitive"
"2969","algebraist","not_sensitive"
"2970","algerian","not_sensitive"
"2971","algonkian","not_sensitive"
"2972","algonquian","not_sensitive"
"2973","alien_absconder","not_sensitive"
"2974","alienator","not_sensitive"
"2975","alienee","not_sensitive"
"2976","alienist","not_sensitive"
"2977","alienor","not_sensitive"
"2978","aliterate","not_sensitive"
"2979","all-rounder","not_sensitive"
"2980","allegorizer","not_sensitive"
"2981","allergist","not_sensitive"
"2982","alleviator","not_sensitive"
"2983","alliterator","not_sensitive"
"2984","allocator","not_sensitive"
"2985","ally","not_sensitive"
"2986","almoner","not_sensitive"
"2987","almoravid","not_sensitive"
"2988","almsgiver","not_sensitive"
"2989","alphabetizer","not_sensitive"
"2990","alpinist","not_sensitive"
"2991","alsatian","not_sensitive"
"2992","altaic","not_sensitive"
"2993","alter_ego","not_sensitive"
"2994","alto","not_sensitive"
"2995","alto_saxophonist","not_sensitive"
"2996","alumnus","not_sensitive"
"2997","amalgamator","not_sensitive"
"2998","amateur","not_sensitive"
"2999","amateur","not_sensitive"
"3000","ambassador","not_sensitive"
"3001","ambassador","not_sensitive"
"3002","ambulance_chaser","not_sensitive"
"3003","ambusher","not_sensitive"
"3004","american","not_sensitive"
"3005","american","not_sensitive"
"3006","american_revolutionary_leader","not_sensitive"
"3007","amerindian","not_sensitive"
"3008","amhara","not_sensitive"
"3009","amicus_curiae","not_sensitive"
"3010","amigo","not_sensitive"
"3011","amish","not_sensitive"
"3012","amnesic","not_sensitive"
"3013","amora","not_sensitive"
"3014","amoralist","not_sensitive"
"3015","amorist","not_sensitive"
"3016","amputator","not_sensitive"
"3017","amputee","not_sensitive"
"3018","anabaptist","not_sensitive"
"3019","anachronism","not_sensitive"
"3020","anagnost","not_sensitive"
"3021","analogist","not_sensitive"
"3022","analphabet","not_sensitive"
"3023","analysand","not_sensitive"
"3024","analyst","not_sensitive"
"3025","analyst","not_sensitive"
"3026","analyst","not_sensitive"
"3027","anarchist","not_sensitive"
"3028","anasazi","not_sensitive"
"3029","anathema","not_sensitive"
"3030","anatomist","not_sensitive"
"3031","ancestor","not_sensitive"
"3032","anchor","not_sensitive"
"3033","anchorite","not_sensitive"
"3034","ancient","not_sensitive"
"3035","ancient","not_sensitive"
"3036","andorran","not_sensitive"
"3037","anecdotist","not_sensitive"
"3038","anesthesiologist","not_sensitive"
"3039","angel","not_sensitive"
"3040","angevin","not_sensitive"
"3041","angiologist","not_sensitive"
"3042","angle","not_sensitive"
"3043","angler","not_sensitive"
"3044","angler","not_sensitive"
"3045","anglican","not_sensitive"
"3046","anglican_catholic","not_sensitive"
"3047","anglo-american","not_sensitive"
"3048","anglo-indian","not_sensitive"
"3049","anglo-saxon","not_sensitive"
"3050","anglo-saxon","not_sensitive"
"3051","anglophile","not_sensitive"
"3052","anglophobe","not_sensitive"
"3053","angolan","not_sensitive"
"3054","angolese","not_sensitive"
"3055","anguillan","not_sensitive"
"3056","animal_fancier","not_sensitive"
"3057","animal_trainer","not_sensitive"
"3058","animator","not_sensitive"
"3059","animist","not_sensitive"
"3060","annalist","not_sensitive"
"3061","annihilator","not_sensitive"
"3062","annotator","not_sensitive"
"3063","announcer","not_sensitive"
"3064","announcer","not_sensitive"
"3065","annuitant","not_sensitive"
"3066","anointer","not_sensitive"
"3067","anomalist","not_sensitive"
"3068","anomaly","not_sensitive"
"3069","anorexic","not_sensitive"
"3070","antediluvian","not_sensitive"
"3071","anthologist","not_sensitive"
"3072","anthropoid","not_sensitive"
"3073","anthropologist","not_sensitive"
"3074","anti","not_sensitive"
"3075","anti-american","not_sensitive"
"3076","anti-semite","not_sensitive"
"3077","anticipator","not_sensitive"
"3078","antifeminist","not_sensitive"
"3079","antiguan","not_sensitive"
"3080","antinomian","not_sensitive"
"3081","antipope","not_sensitive"
"3082","antiquary","not_sensitive"
"3083","anzac","not_sensitive"
"3084","apache","not_sensitive"
"3085","apache","not_sensitive"
"3086","aphakic","not_sensitive"
"3087","aphasic","not_sensitive"
"3088","aphorist","not_sensitive"
"3089","apologist","not_sensitive"
"3090","apostle","not_sensitive"
"3091","apostle","not_sensitive"
"3092","apostolic_delegate","not_sensitive"
"3093","appalachian","not_sensitive"
"3094","apparatchik","not_sensitive"
"3095","apparatchik","not_sensitive"
"3096","appeaser","not_sensitive"
"3097","appellant","not_sensitive"
"3098","apple_polisher","not_sensitive"
"3099","applicant","not_sensitive"
"3100","appointee","not_sensitive"
"3101","appointee","not_sensitive"
"3102","appraiser","not_sensitive"
"3103","appraiser","not_sensitive"
"3104","appreciator","not_sensitive"
"3105","apprehender","not_sensitive"
"3106","apprentice","not_sensitive"
"3107","appropriator","not_sensitive"
"3108","approver","not_sensitive"
"3109","april_fool","not_sensitive"
"3110","aquanaut","not_sensitive"
"3111","aquarius","not_sensitive"
"3112","arab","not_sensitive"
"3113","arabist","not_sensitive"
"3114","aramean","not_sensitive"
"3115","arapaho","not_sensitive"
"3116","arawak","not_sensitive"
"3117","arbiter","not_sensitive"
"3118","arbiter","not_sensitive"
"3119","arbitrageur","not_sensitive"
"3120","arcadian","not_sensitive"
"3121","archaist","not_sensitive"
"3122","archduke","not_sensitive"
"3123","archeologist","not_sensitive"
"3124","archer","not_sensitive"
"3125","architect","not_sensitive"
"3126","archivist","not_sensitive"
"3127","areopagite","not_sensitive"
"3128","argentinian","not_sensitive"
"3129","argive","not_sensitive"
"3130","argonaut","not_sensitive"
"3131","arianist","not_sensitive"
"3132","aries","not_sensitive"
"3133","arikara","not_sensitive"
"3134","aristocrat","not_sensitive"
"3135","aristotelian","not_sensitive"
"3136","arithmetician","not_sensitive"
"3137","arizonan","not_sensitive"
"3138","arkansan","not_sensitive"
"3139","armchair_liberal","not_sensitive"
"3140","armenian","not_sensitive"
"3141","arminian","not_sensitive"
"3142","armorer","not_sensitive"
"3143","armorer","not_sensitive"
"3144","arms_manufacturer","not_sensitive"
"3145","army_attache","not_sensitive"
"3146","army_brat","not_sensitive"
"3147","army_engineer","not_sensitive"
"3148","army_officer","not_sensitive"
"3149","arranger","not_sensitive"
"3150","arrival","not_sensitive"
"3151","arrogator","not_sensitive"
"3152","arrowsmith","not_sensitive"
"3153","arsonist","not_sensitive"
"3154","art_critic","not_sensitive"
"3155","art_dealer","not_sensitive"
"3156","art_director","not_sensitive"
"3157","art_editor","not_sensitive"
"3158","art_historian","not_sensitive"
"3159","art_student","not_sensitive"
"3160","art_teacher","not_sensitive"
"3161","arthritic","not_sensitive"
"3162","articulator","not_sensitive"
"3163","artist","not_sensitive"
"3164","artist's_model","not_sensitive"
"3165","artiste","not_sensitive"
"3166","ascender","not_sensitive"
"3167","ashkenazi","not_sensitive"
"3168","asian","not_sensitive"
"3169","asian_american","not_sensitive"
"3170","aspirant","not_sensitive"
"3171","assamese","not_sensitive"
"3172","assassin","not_sensitive"
"3173","assassin","not_sensitive"
"3174","assayer","not_sensitive"
"3175","assenter","not_sensitive"
"3176","asserter","not_sensitive"
"3177","assessee","not_sensitive"
"3178","assignee","not_sensitive"
"3179","assignor","not_sensitive"
"3180","assistant","not_sensitive"
"3181","assistant_professor","not_sensitive"
"3182","associate","not_sensitive"
"3183","associate","not_sensitive"
"3184","associate_professor","not_sensitive"
"3185","assyrian","not_sensitive"
"3186","asthmatic","not_sensitive"
"3187","astrogator","not_sensitive"
"3188","astrologer","not_sensitive"
"3189","astronaut","not_sensitive"
"3190","astronomer","not_sensitive"
"3191","astrophysicist","not_sensitive"
"3192","atakapa","not_sensitive"
"3193","athapaskan","not_sensitive"
"3194","atheist","not_sensitive"
"3195","athenian","not_sensitive"
"3196","athlete","not_sensitive"
"3197","atsugewi","not_sensitive"
"3198","attache","not_sensitive"
"3199","attacker","not_sensitive"
"3200","attendant","not_sensitive"
"3201","attendant","not_sensitive"
"3202","attester","not_sensitive"
"3203","attorney_general","not_sensitive"
"3204","attorney_general","not_sensitive"
"3205","au_pair","not_sensitive"
"3206","auctioneer","not_sensitive"
"3207","audile","not_sensitive"
"3208","auditor","not_sensitive"
"3209","auditor","not_sensitive"
"3210","augur","not_sensitive"
"3211","australian","not_sensitive"
"3212","austrian","not_sensitive"
"3213","austronesian","not_sensitive"
"3214","auteur","not_sensitive"
"3215","authoritarian","not_sensitive"
"3216","authority","not_sensitive"
"3217","authority","not_sensitive"
"3218","authority_figure","not_sensitive"
"3219","authorizer","not_sensitive"
"3220","autobiographer","not_sensitive"
"3221","autochthon","not_sensitive"
"3222","autodidact","not_sensitive"
"3223","automaton","not_sensitive"
"3224","automobile_mechanic","not_sensitive"
"3225","automotive_engineer","not_sensitive"
"3226","avenger","not_sensitive"
"3227","aviator","not_sensitive"
"3228","avower","not_sensitive"
"3229","awol","not_sensitive"
"3230","ayatollah","not_sensitive"
"3231","azerbaijani","not_sensitive"
"3232","aztec","not_sensitive"
"3233","baas","not_sensitive"
"3234","baby","not_sensitive"
"3235","baby","not_sensitive"
"3236","baby","not_sensitive"
"3237","baby_boomer","not_sensitive"
"3238","baby_buster","not_sensitive"
"3239","baby_doctor","not_sensitive"
"3240","baby_farmer","not_sensitive"
"3241","babylonian","not_sensitive"
"3242","babyminder","not_sensitive"
"3243","babysitter","not_sensitive"
"3244","bacchant","not_sensitive"
"3245","back","not_sensitive"
"3246","back_judge","not_sensitive"
"3247","backbencher","not_sensitive"
"3248","backpacker","not_sensitive"
"3249","backscratcher","not_sensitive"
"3250","backseat_driver","not_sensitive"
"3251","backslapper","not_sensitive"
"3252","backstroker","not_sensitive"
"3253","bacteriologist","not_sensitive"
"3254","bad_egg","not_sensitive"
"3255","bad_guy","not_sensitive"
"3256","bad_person","not_sensitive"
"3257","badaga","not_sensitive"
"3258","bahai","not_sensitive"
"3259","bahamian","not_sensitive"
"3260","bahraini","not_sensitive"
"3261","bailee","not_sensitive"
"3262","bailiff","not_sensitive"
"3263","bailor","not_sensitive"
"3264","bairn","not_sensitive"
"3265","baker","not_sensitive"
"3266","baker","not_sensitive"
"3267","balancer","not_sensitive"
"3268","baldhead","not_sensitive"
"3269","balkan","not_sensitive"
"3270","balker","not_sensitive"
"3271","ball_carrier","not_sensitive"
"3272","ball_hawk","not_sensitive"
"3273","ballet_dancer","not_sensitive"
"3274","balletomane","not_sensitive"
"3275","balloonist","not_sensitive"
"3276","ballplayer","not_sensitive"
"3277","banderillero","not_sensitive"
"3278","bandit","not_sensitive"
"3279","bandleader","not_sensitive"
"3280","bandmaster","not_sensitive"
"3281","bangladeshi","not_sensitive"
"3282","bank_commissioner","not_sensitive"
"3283","bank_examiner","not_sensitive"
"3284","bank_guard","not_sensitive"
"3285","bank_manager","not_sensitive"
"3286","bank_robber","not_sensitive"
"3287","banker","not_sensitive"
"3288","banker","not_sensitive"
"3289","bankrupt","not_sensitive"
"3290","bantamweight","not_sensitive"
"3291","bantamweight","not_sensitive"
"3292","bantu","not_sensitive"
"3293","baptist","not_sensitive"
"3294","bar_fly","not_sensitive"
"3295","barbadian","not_sensitive"
"3296","barber","not_sensitive"
"3297","bard","not_sensitive"
"3298","bargain_hunter","not_sensitive"
"3299","bargainer","not_sensitive"
"3300","barker","not_sensitive"
"3301","barnburner","not_sensitive"
"3302","barnstormer","not_sensitive"
"3303","barnstormer","not_sensitive"
"3304","baronet","not_sensitive"
"3305","barrator","not_sensitive"
"3306","barrister","not_sensitive"
"3307","bartender","not_sensitive"
"3308","barterer","not_sensitive"
"3309","base_runner","not_sensitive"
"3310","baseball_coach","not_sensitive"
"3311","basket_maker","not_sensitive"
"3312","basketball_coach","not_sensitive"
"3313","basketball_player","not_sensitive"
"3314","basketweaver","not_sensitive"
"3315","basotho","not_sensitive"
"3316","basque","not_sensitive"
"3317","bassist","not_sensitive"
"3318","bassoonist","not_sensitive"
"3319","baster","not_sensitive"
"3320","baster","not_sensitive"
"3321","bather","not_sensitive"
"3322","baton_twirler","not_sensitive"
"3323","batter","not_sensitive"
"3324","batting_coach","not_sensitive"
"3325","battle-ax","not_sensitive"
"3326","bavarian","not_sensitive"
"3327","bawler","not_sensitive"
"3328","bay_stater","not_sensitive"
"3329","beachcomber","not_sensitive"
"3330","beadle","not_sensitive"
"3331","bean_counter","not_sensitive"
"3332","bear","not_sensitive"
"3333","bearer","not_sensitive"
"3334","beast","not_sensitive"
"3335","beater","not_sensitive"
"3336","beatnik","not_sensitive"
"3337","beautician","not_sensitive"
"3338","beauty_consultant","not_sensitive"
"3339","bedfellow","not_sensitive"
"3340","bedfellow","not_sensitive"
"3341","bedlamite","not_sensitive"
"3342","bedouin","not_sensitive"
"3343","bedwetter","not_sensitive"
"3344","beekeeper","not_sensitive"
"3345","beer_drinker","not_sensitive"
"3346","beggar","not_sensitive"
"3347","behaviorist","not_sensitive"
"3348","bel_esprit","not_sensitive"
"3349","belgian","not_sensitive"
"3350","believer","not_sensitive"
"3351","believer","not_sensitive"
"3352","bell_captain","not_sensitive"
"3353","bell_founder","not_sensitive"
"3354","bell_ringer","not_sensitive"
"3355","bellwether","not_sensitive"
"3356","beloved","not_sensitive"
"3357","belt_maker","not_sensitive"
"3358","bench_warmer","not_sensitive"
"3359","benedictine","not_sensitive"
"3360","benefactor","not_sensitive"
"3361","beneficiary","not_sensitive"
"3362","bengali","not_sensitive"
"3363","beninese","not_sensitive"
"3364","berber","not_sensitive"
"3365","bereaved","not_sensitive"
"3366","berk","not_sensitive"
"3367","berliner","not_sensitive"
"3368","bermudan","not_sensitive"
"3369","berserker","not_sensitive"
"3370","besieger","not_sensitive"
"3371","besieger","not_sensitive"
"3372","best","not_sensitive"
"3373","best_friend","not_sensitive"
"3374","betrothed","not_sensitive"
"3375","better","not_sensitive"
"3376","bettor","not_sensitive"
"3377","bhutanese","not_sensitive"
"3378","bibliographer","not_sensitive"
"3379","bibliophile","not_sensitive"
"3380","bibliopole","not_sensitive"
"3381","bibliotist","not_sensitive"
"3382","bidder","not_sensitive"
"3383","bidder","not_sensitive"
"3384","big_brother","not_sensitive"
"3385","big_shot","not_sensitive"
"3386","big_spender","not_sensitive"
"3387","bigamist","not_sensitive"
"3388","bigot","not_sensitive"
"3389","bilingual","not_sensitive"
"3390","bill_poster","not_sensitive"
"3391","billiard_player","not_sensitive"
"3392","billionaire","not_sensitive"
"3393","biloxi","not_sensitive"
"3394","bimetallist","not_sensitive"
"3395","biochemist","not_sensitive"
"3396","biographer","not_sensitive"
"3397","biologist","not_sensitive"
"3398","biophysicist","not_sensitive"
"3399","bird_fancier","not_sensitive"
"3400","bird_watcher","not_sensitive"
"3401","birth","not_sensitive"
"3402","birth-control_campaigner","not_sensitive"
"3403","bisexual","not_sensitive"
"3404","bishop","not_sensitive"
"3405","biter","not_sensitive"
"3406","black","not_sensitive"
"3407","black_african","not_sensitive"
"3408","black_and_tan","not_sensitive"
"3409","black_belt","not_sensitive"
"3410","black_marketeer","not_sensitive"
"3411","black_muslim","not_sensitive"
"3412","black_panther","not_sensitive"
"3413","blackfoot","not_sensitive"
"3414","blackmailer","not_sensitive"
"3415","blackshirt","not_sensitive"
"3416","blacksmith","not_sensitive"
"3417","blasphemer","not_sensitive"
"3418","blaster","not_sensitive"
"3419","bleacher","not_sensitive"
"3420","bleeding_heart","not_sensitive"
"3421","blind_date","not_sensitive"
"3422","blind_person","not_sensitive"
"3423","blocker","not_sensitive"
"3424","blogger","not_sensitive"
"3425","blond","not_sensitive"
"3426","blood_donor","not_sensitive"
"3427","blood_relation","not_sensitive"
"3428","blubberer","not_sensitive"
"3429","blucher","not_sensitive"
"3430","bludgeoner","not_sensitive"
"3431","blue_baby","not_sensitive"
"3432","bluecoat","not_sensitive"
"3433","bluejacket","not_sensitive"
"3434","bluffer","not_sensitive"
"3435","board_member","not_sensitive"
"3436","boarder","not_sensitive"
"3437","boarder","not_sensitive"
"3438","boatbuilder","not_sensitive"
"3439","boatswain","not_sensitive"
"3440","bobby","not_sensitive"
"3441","body_servant","not_sensitive"
"3442","bodybuilder","not_sensitive"
"3443","bodyguard","not_sensitive"
"3444","boffin","not_sensitive"
"3445","bohemian","not_sensitive"
"3446","bohemian","not_sensitive"
"3447","bolivian","not_sensitive"
"3448","bolshevik","not_sensitive"
"3449","bolshevik","not_sensitive"
"3450","bombardier","not_sensitive"
"3451","bombardier","not_sensitive"
"3452","bomber","not_sensitive"
"3453","bombshell","not_sensitive"
"3454","bond_servant","not_sensitive"
"3455","bondholder","not_sensitive"
"3456","bonesetter","not_sensitive"
"3457","book_agent","not_sensitive"
"3458","bookbinder","not_sensitive"
"3459","bookdealer","not_sensitive"
"3460","booker","not_sensitive"
"3461","bookkeeper","not_sensitive"
"3462","bookmaker","not_sensitive"
"3463","bookmaker","not_sensitive"
"3464","bookseller","not_sensitive"
"3465","bookworm","not_sensitive"
"3466","booster","not_sensitive"
"3467","bootblack","not_sensitive"
"3468","bootlegger","not_sensitive"
"3469","bootmaker","not_sensitive"
"3470","borderer","not_sensitive"
"3471","bore","not_sensitive"
"3472","born-again_christian","not_sensitive"
"3473","bornean","not_sensitive"
"3474","borrower","not_sensitive"
"3475","boss","not_sensitive"
"3476","boss","not_sensitive"
"3477","bostonian","not_sensitive"
"3478","boswell","not_sensitive"
"3479","botanist","not_sensitive"
"3480","bottom_dog","not_sensitive"
"3481","bottom_feeder","not_sensitive"
"3482","boulevardier","not_sensitive"
"3483","bouncer","not_sensitive"
"3484","bounder","not_sensitive"
"3485","bounty_hunter","not_sensitive"
"3486","bounty_hunter","not_sensitive"
"3487","bourbon","not_sensitive"
"3488","bourbon","not_sensitive"
"3489","bourgeois","not_sensitive"
"3490","bowler","not_sensitive"
"3491","bowler","not_sensitive"
"3492","boxer","not_sensitive"
"3493","boxer","not_sensitive"
"3494","bracero","not_sensitive"
"3495","brachycephalic","not_sensitive"
"3496","bragger","not_sensitive"
"3497","brahman","not_sensitive"
"3498","brahui","not_sensitive"
"3499","brainworker","not_sensitive"
"3500","brass_hat","not_sensitive"
"3501","brave","not_sensitive"
"3502","brawler","not_sensitive"
"3503","brazilian","not_sensitive"
"3504","breadwinner","not_sensitive"
"3505","breaker","not_sensitive"
"3506","breaststroker","not_sensitive"
"3507","breeder","not_sensitive"
"3508","breton","not_sensitive"
"3509","brewer","not_sensitive"
"3510","brewer","not_sensitive"
"3511","briber","not_sensitive"
"3512","brick","not_sensitive"
"3513","bricklayer","not_sensitive"
"3514","bridge_agent","not_sensitive"
"3515","bridge_partner","not_sensitive"
"3516","bridge_player","not_sensitive"
"3517","brigadier","not_sensitive"
"3518","britisher","not_sensitive"
"3519","briton","not_sensitive"
"3520","broadcast_journalist","not_sensitive"
"3521","broadcaster","not_sensitive"
"3522","broker-dealer","not_sensitive"
"3523","brownshirt","not_sensitive"
"3524","browser","not_sensitive"
"3525","brule","not_sensitive"
"3526","brummie","not_sensitive"
"3527","bruneian","not_sensitive"
"3528","buck_sergeant","not_sensitive"
"3529","buddha","not_sensitive"
"3530","buddhist","not_sensitive"
"3531","bugler","not_sensitive"
"3532","builder","not_sensitive"
"3533","builder","not_sensitive"
"3534","bulgarian","not_sensitive"
"3535","bulimic","not_sensitive"
"3536","bull","not_sensitive"
"3537","bull","not_sensitive"
"3538","bullfighter","not_sensitive"
"3539","bully","not_sensitive"
"3540","bully","not_sensitive"
"3541","bungler","not_sensitive"
"3542","bunkmate","not_sensitive"
"3543","bunny","not_sensitive"
"3544","bunter","not_sensitive"
"3545","bureaucrat","not_sensitive"
"3546","burgess","not_sensitive"
"3547","burglar","not_sensitive"
"3548","burgomaster","not_sensitive"
"3549","burmese","not_sensitive"
"3550","bursar","not_sensitive"
"3551","burundian","not_sensitive"
"3552","bushwhacker","not_sensitive"
"3553","business_agent","not_sensitive"
"3554","business_editor","not_sensitive"
"3555","business_traveler","not_sensitive"
"3556","businessperson","not_sensitive"
"3557","busker","not_sensitive"
"3558","buster","not_sensitive"
"3559","buster","not_sensitive"
"3560","buster","not_sensitive"
"3561","busybody","not_sensitive"
"3562","butcher","not_sensitive"
"3563","butcher","not_sensitive"
"3564","butcher","not_sensitive"
"3565","butter","not_sensitive"
"3566","butterfingers","not_sensitive"
"3567","buttinsky","not_sensitive"
"3568","buyer","not_sensitive"
"3569","byelorussian","not_sensitive"
"3570","bystander","not_sensitive"
"3571","byzantine","not_sensitive"
"3572","cabalist","not_sensitive"
"3573","cabalist","not_sensitive"
"3574","cabalist","not_sensitive"
"3575","cabinet_minister","not_sensitive"
"3576","cabinetmaker","not_sensitive"
"3577","cad","not_sensitive"
"3578","caddie","not_sensitive"
"3579","caddo","not_sensitive"
"3580","cadet","not_sensitive"
"3581","caffeine_addict","not_sensitive"
"3582","cahita","not_sensitive"
"3583","cairene","not_sensitive"
"3584","caitiff","not_sensitive"
"3585","cajun","not_sensitive"
"3586","cakchiquel","not_sensitive"
"3587","calculator","not_sensitive"
"3588","californian","not_sensitive"
"3589","caliph","not_sensitive"
"3590","caller","not_sensitive"
"3591","caller","not_sensitive"
"3592","caller","not_sensitive"
"3593","caller","not_sensitive"
"3594","caller","not_sensitive"
"3595","caller","not_sensitive"
"3596","caller","not_sensitive"
"3597","calligrapher","not_sensitive"
"3598","calvinist","not_sensitive"
"3599","cambodian","not_sensitive"
"3600","cameroonian","not_sensitive"
"3601","camp_follower","not_sensitive"
"3602","camp_follower","not_sensitive"
"3603","campaigner","not_sensitive"
"3604","camper","not_sensitive"
"3605","campmate","not_sensitive"
"3606","canaanite","not_sensitive"
"3607","canadian","not_sensitive"
"3608","cancer","not_sensitive"
"3609","candidate","not_sensitive"
"3610","candlemaker","not_sensitive"
"3611","candy_striper","not_sensitive"
"3612","cannibal","not_sensitive"
"3613","cannon_fodder","not_sensitive"
"3614","canoeist","not_sensitive"
"3615","canon","not_sensitive"
"3616","canonist","not_sensitive"
"3617","cantabrigian","not_sensitive"
"3618","cantor","not_sensitive"
"3619","canuck","not_sensitive"
"3620","canvasser","not_sensitive"
"3621","capetian","not_sensitive"
"3622","capitalist","not_sensitive"
"3623","capitalist","not_sensitive"
"3624","capricorn","not_sensitive"
"3625","captain","not_sensitive"
"3626","captain","not_sensitive"
"3627","captain","not_sensitive"
"3628","captain","not_sensitive"
"3629","captain","not_sensitive"
"3630","captain","not_sensitive"
"3631","captive","not_sensitive"
"3632","captor","not_sensitive"
"3633","carbineer","not_sensitive"
"3634","card_player","not_sensitive"
"3635","cardholder","not_sensitive"
"3636","cardholder","not_sensitive"
"3637","cardinal","not_sensitive"
"3638","cardiologist","not_sensitive"
"3639","cardsharp","not_sensitive"
"3640","careerist","not_sensitive"
"3641","caregiver","not_sensitive"
"3642","caretaker","not_sensitive"
"3643","caretaker","not_sensitive"
"3644","carhop","not_sensitive"
"3645","carib","not_sensitive"
"3646","caricaturist","not_sensitive"
"3647","carillonneur","not_sensitive"
"3648","carioca","not_sensitive"
"3649","carmelite","not_sensitive"
"3650","caroler","not_sensitive"
"3651","carolingian","not_sensitive"
"3652","carolinian","not_sensitive"
"3653","carpenter","not_sensitive"
"3654","carper","not_sensitive"
"3655","carpet_knight","not_sensitive"
"3656","carpetbagger","not_sensitive"
"3657","carrier","not_sensitive"
"3658","carrier","not_sensitive"
"3659","carrier","not_sensitive"
"3660","carter","not_sensitive"
"3661","cartesian","not_sensitive"
"3662","carthaginian","not_sensitive"
"3663","carthusian","not_sensitive"
"3664","cartographer","not_sensitive"
"3665","cartoonist","not_sensitive"
"3666","cartwright","not_sensitive"
"3667","case","not_sensitive"
"3668","case_officer","not_sensitive"
"3669","cashier","not_sensitive"
"3670","castaway","not_sensitive"
"3671","caster","not_sensitive"
"3672","castillian","not_sensitive"
"3673","casualty","not_sensitive"
"3674","casualty","not_sensitive"
"3675","casuist","not_sensitive"
"3676","cat_fancier","not_sensitive"
"3677","catalan","not_sensitive"
"3678","cataleptic","not_sensitive"
"3679","cataloger","not_sensitive"
"3680","catawba","not_sensitive"
"3681","catch","not_sensitive"
